ScientificName;AphiaID;Trophy;typeMX;source;dataType;Kingdom;Phylum;Class;Order;Family;Genus;Species
Chaetoceros tortissimus;163161;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;tortissimus
Chaetoceros wighamii;160524;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;wighamii
Chaetoceros willei;156625;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;willei
Cocconeis pediculus;149377;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Achnanthales;Cocconeidaceae;Cocconeis;pediculus
Cocconeis placentula;148990;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Achnanthales;Cocconeidaceae;Cocconeis;placentula
Cocconeis scutellum;149376;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Achnanthales;Cocconeidaceae;Cocconeis;scutellum
Cocconeis scutellum var  scutellum;163880;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Achnanthales;Cocconeidaceae;Cocconeis;scutellum
Conticribra guillardii;547454;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Thalassiosiraceae;Conticribra;guillardii
Conticribra weissflogii;623754;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Thalassiosiraceae;Conticribra;weissflogii
Corethron hystrix;179596;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Corethrales;Corethraceae;Corethron;hystrix
Coscinodiscopsis commutata;450729;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;NA;NA;Coscinodiscopsis;commutata
Coscinodiscopsis jonesiana;450730;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;NA;NA;Coscinodiscopsis;jonesiana
Coscinodiscus angstii var  angstii;969435;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;angstii
Coscinodiscus angustelineatus;964359;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;angustelineatus
Coscinodiscus asteromphalus;149274;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;asteromphalus
Coscinodiscus centralis;149159;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;centralis
Coscinodiscus concinnus;148992;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;concinnus
Coscinodiscus curvatulus;149266;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;curvatulus
Coscinodiscus granii;149271;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;granii
Coscinodiscus lacustris f  lacustris;983570;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;lacustris
Coscinodiscus nodulolineatus;148930;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;nodulolineatus
Coscinodiscus perforatus;149272;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;perforatus
Coscinodiscus perforatus var  pavillardii;179616;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;perforatus
Coscinodiscus radiatus;149158;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;radiatus
Coscinodiscus rothii;162761;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;rothii
Coscinodiscus wailesii;156632;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;wailesii
Cyclostephanos dubius;148996;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclostephanos;dubius
Cyclotella atomus;148907;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;atomus
Cyclotella caspia;163196;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;caspia
Cyclotella choctawhatcheeana;148908;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;choctawhatcheeana
Cyclotella dubia var  dubia;976114;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;dubia
Cyclotella glomerata;149260;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;glomerata
Cyclotella litoralis;495530;phytoplankton;"NA";Muylaert et al. 1996;scientific cruise;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;litoralis
Cyclotella meneghiniana;148909;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;meneghiniana
Cyclotella radiosa;149000;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;radiosa
Cyclotella scaldensis;148906;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;scaldensis
Cyclotella stelligera;149259;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;stelligera
Cyclotella striata;148911;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;striata
Cylindrotheca closterium;149004;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;closterium
Cylindrotheca gracilis;149570;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;gracilis
Cymatopleura elliptica;163940;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Surirellales;Surirellaceae;Cymatopleura;elliptica
Cymatopleura solea;149008;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Surirellales;Surirellaceae;Cymatopleura;solea
Cymatosira belgica;149012;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Cymatosirales;Cymatosiraceae;Cymatosira;belgica
Cymbella cistula;149549;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Cymbellales;Cymbellaceae;Cymbella;cistula
Cymbella obtusiuscula;163982;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Cymbellales;Cymbellaceae;Cymbella;obtusiuscula
Dactyliosolen blavyanus;179786;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Dactyliosolen;blavyanus
Dactyliosolen fragilissimus;149310;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Dactyliosolen;fragilissimus
Dactyliosolen phuketensis;248064;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Dactyliosolen;phuketensis
Detonula confervacea;149286;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Skeletonemaceae;Detonula;confervacea
Detonula pumila;149647;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Skeletonemaceae;Detonula;pumila
Diatoma constricta;163990;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Diatoma;constricta
Diatoma tenuis;149014;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Diatoma;tenuis
Diatoma vulgaris;418624;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Diatoma;vulgaris
Diploneis bombus;149194;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Diploneidaceae;Diploneis;bombus
Diploneis didyma;149195;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Diploneidaceae;Diploneis;didyma
Diploneis elliptica;156558;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Diploneidaceae;Diploneis;elliptica
Diploneis interrupta;149019;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Diploneidaceae;Diploneis;interrupta
Ditylum brightwellii;149023;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Lithodesmiales;Lithodesmiaceae;Ditylum;brightwellii
Entomoneis alata;157428;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Surirellales;Entomoneidaceae;Entomoneis;alata
Eucampia groenlandica;157430;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Hemiaulales;Hemiaulaceae;Eucampia;groenlandica
Eucampia striata;163243;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Hemiaulales;Hemiaulaceae;Eucampia;striata
Eucampia zodiacus;149131;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Hemiaulales;Hemiaulaceae;Eucampia;zodiacus
Eunotia zasuminensis;172371;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Eunotiales;Eunotiaceae;Eunotia;zasuminensis
Eunotogramma dubium;345464;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Anaulales;Anaulaceae;Eunotogramma;dubium
Eupodiscus sculptus;179377;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Triceratiales;Triceratiaceae;Eupodiscus;sculptus
Eupodiscus tesselatus;163388;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Triceratiales;Triceratiaceae;Eupodiscus;tesselatus
Fragilaria capucina;149361;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;capucina
Fragilaria capucina var  capucina;172385;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;capucina
Fragilaria crotonensis;149360;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;crotonensis
Fragilaria heidenii;172397;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;heidenii
Fragilaria islandica;149239;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;islandica
Fragilaria istvanffyi;172402;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;istvanffyi
Fragilaria oblonga;345475;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;oblonga
Fragilaria unipunctata;573470;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;unipunctata
Fragilariforma virescens;172411;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilariforma;virescens
Fragilariopsis cylindrus;172418;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Fragilariopsis;cylindrus
Gomphonema olivaceum;149562;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Cymbellales;Gomphonemataceae;Gomphonema;olivaceum
Gomphonema olivaceum var  olivaceum;176158;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Cymbellales;Gomphonemataceae;Gomphonema;olivaceum
Grammatophora angulosa;149336;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Striatellales;Striatellaceae;Grammatophora;angulosa
Grammatophora marina;149338;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Striatellales;Striatellaceae;Grammatophora;marina
Guinardia blavyana var  blavyana;975336;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Guinardia;blavyana
Guinardia delicatula;149112;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Guinardia;delicatula
Guinardia flaccida;149132;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Guinardia;flaccida
Guinardia striata;149113;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Guinardia;striata
Gyrosigma acuminatum;149035;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;acuminatum
Gyrosigma attenuatum;661267;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;attenuatum
Gyrosigma balticum;149493;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;balticum
Gyrosigma eximium;172522;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;eximium
Gyrosigma fasciola;149494;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;fasciola
Gyrosigma macrum;180325;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;macrum
Gyrosigma strigilis;180338;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;strigilis
Halamphora coffeaeformis;624065;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Amphipleuraceae;Halamphora;coffeaeformis
Helicotheca tamesis;157440;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Lithodesmiales;Lithodesmiaceae;Helicotheca;tamesis
Himantidium marinum;180186;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;NA;NA;Himantidium;marinum
Hippodonta capitata;447739;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Naviculaceae;Hippodonta;capitata
Hippodonta hungarica;447740;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Naviculaceae;Hippodonta;hungarica
Hippodonta lesmonensis;495357;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Naviculaceae;Hippodonta;lesmonensis
Hobaniella longicruris;1322468;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Triceratiales;Triceratiaceae;Hobaniella;longicruris
Lauderia annulata;149135;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Lauderiaceae;Lauderia;annulata
Lauderia confervacea;163224;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Lauderiaceae;Lauderia;confervacea
Lauderia mediterranea;163261;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Lauderiaceae;Lauderia;mediterranea
Lauderia pumila;163226;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Lauderiaceae;Lauderia;pumila
Lennoxia faveolata;549205;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Cymatosirales;Cymatosiraceae;Lennoxia;faveolata
Leptocylindrus danicus;149106;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Leptocylindrales;Leptocylindraceae;Leptocylindrus;danicus
Leptocylindrus mediterraneus;149230;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Leptocylindrales;Leptocylindraceae;Leptocylindrus;mediterraneus
Leptocylindrus minimus;149039;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Leptocylindrales;Leptocylindraceae;Leptocylindrus;minimus
Licmophora abbreviata;157062;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Licmophorales;Licmophoraceae;Licmophora;abbreviata
Licmophora gracilis;149343;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Licmophorales;Licmophoraceae;Licmophora;gracilis
Licmophora gracilis var  gracilis;172614;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Licmophorales;Licmophoraceae;Licmophora;gracilis
Lithodesmium undulatum;149322;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Lithodesmiales;Lithodesmiaceae;Lithodesmium;undulatum
Mastogloia smithii;157053;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Mastogloiales;Mastogloiaceae;Mastogloia;smithii
Mastogloia smithii var  smithii;180410;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Mastogloiales;Mastogloiaceae;Mastogloia;smithii
Melosira arctica;160537;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;arctica
Melosira discigera;635472;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;discigera
Melosira dubia;149243;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;dubia
Melosira lineata;156636;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;lineata
Melosira moniliformis;418547;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;moniliformis
Melosira moniliformis var  octogona;673330;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;moniliformis
Melosira nummuloides;149044;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;nummuloides
Melosira varians;149043;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;varians
Melosira westii f  westii;984308;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Melosiraceae;Melosira;westii
Meridion circulare;149346;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Meridion;circulare
Meridion circulare var  circulare;180420;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Fragilariales;Fragilariaceae;Meridion;circulare
Meuniera membranacea;149145;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Naviculaceae;Meuniera;membranacea
Microsiphona potamos;163392;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Thalassiosiraceae;Microsiphona;potamos
Minidiscus variabilis;623751;phytoplankton;"NA";Villac et al. 2011;scientific cruise;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Thalassiosiraceae;Minidiscus;variabilis
